@relation Pumpkin_Seeds_Dataset-weka.filters.unsupervised.instance.Randomize-S42-weka.filters.unsupervised.instance.RemovePercentage-P40.0

@attribute Area numeric
@attribute Perimeter numeric
@attribute Major_Axis_Length numeric
@attribute Minor_Axis_Length numeric
@attribute Convex_Area numeric
@attribute Equiv_Diameter numeric
@attribute Eccentricity numeric
@attribute Solidity numeric
@attribute Extent numeric
@attribute Roundness numeric
@attribute Aspect_Ration numeric
@attribute Compactness numeric
@attribute Class {CERCEVELIK,URGUP_SIVRISI}

@data
67157,1033.865,423.7104,202.5157,67798,292.4157,0.8784,0.9905,0.717,0.7895,2.0922,0.6901,CERCEVELIK
75084,1035.296,388.4408,246.8196,75950,309.1924,0.7722,0.9886,0.7543,0.8803,1.5738,0.796,CERCEVELIK
108795,1292.529,517.204,268.9166,109637,372.1856,0.8542,0.9923,0.7385,0.8183,1.9233,0.7196,URGUP_SIVRISI
61053,976.712,386.2994,203.3896,62294,278.8101,0.8502,0.9801,0.6626,0.8042,1.8993,0.7217,CERCEVELIK
92886,1169.566,451.4888,263.746,93946,343.8984,0.8116,0.9887,0.7236,0.8533,1.7118,0.7617,CERCEVELIK
93632,1206.002,482.4944,247.9078,94636,345.2767,0.8579,0.9894,0.6879,0.809,1.9463,0.7156,CERCEVELIK
78870,1081.043,430.0428,234.1966,79424,316.8918,0.8387,0.993,0.7121,0.8481,1.8362,0.7369,CERCEVELIK
72159,1173.859,521.7069,176.9836,72784,303.11,0.9407,0.9914,0.6409,0.6581,2.9478,0.581,URGUP_SIVRISI
62105,986.37,390.4307,203.1583,62792,281.202,0.854,0.9891,0.6624,0.8022,1.9218,0.7202,CERCEVELIK
71810,1127.198,479.4962,191.3041,72712,302.3761,0.917,0.9876,0.6833,0.7102,2.5065,0.6306,URGUP_SIVRISI
64769,955.049,353.0822,234.5029,65396,287.1697,0.7476,0.9904,0.7447,0.8923,1.5057,0.8133,CERCEVELIK
88794,1211.7,510.1316,222.0941,89599,336.2381,0.9003,0.991,0.563,0.76,2.2969,0.6591,URGUP_SIVRISI
106032,1345.16,562.2168,242.1901,106974,367.4291,0.9025,0.9912,0.5597,0.7364,2.3214,0.6535,URGUP_SIVRISI
72949,1083.6,442.307,211.028,73519,304.7647,0.8788,0.9922,0.7237,0.7807,2.096,0.689,URGUP_SIVRISI
73611,1019.849,384.023,244.5884,74230,306.1445,0.7709,0.9917,0.7169,0.8894,1.5701,0.7972,CERCEVELIK
89789,1169.828,461.9005,248.8341,90826,338.1167,0.8425,0.9886,0.7275,0.8245,1.8563,0.732,CERCEVELIK
87599,1148.241,448.2531,249.5575,88453,333.9678,0.8307,0.9903,0.7433,0.8349,1.7962,0.745,CERCEVELIK
69428,996.385,379.877,233.8973,69990,297.3188,0.788,0.992,0.737,0.8788,1.6241,0.7827,CERCEVELIK
60387,1016.508,433.2884,178.2834,60938,277.2853,0.9114,0.991,0.6202,0.7344,2.4303,0.64,URGUP_SIVRISI
64809,1003.578,402.3724,206.258,65578,287.2584,0.8586,0.9883,0.6382,0.8086,1.9508,0.7139,CERCEVELIK
63802,1045.58,445.5165,183.6349,64434,285.0179,0.9111,0.9902,0.7386,0.7334,2.4261,0.6397,URGUP_SIVRISI
78541,1101.77,433.1935,232.6208,79537,316.2301,0.8436,0.9875,0.7277,0.8131,1.8622,0.73,CERCEVELIK
80926,1091.808,422.6966,245.293,81729,320.9956,0.8144,0.9902,0.715,0.8531,1.7232,0.7594,CERCEVELIK
79175,1134.729,465.2679,218.1698,80151,317.5039,0.8832,0.9878,0.6828,0.7727,2.1326,0.6824,CERCEVELIK
97966,1238.779,497.9173,251.3542,98754,353.1773,0.8632,0.992,0.6282,0.8022,1.9809,0.7093,URGUP_SIVRISI
55848,936.426,383.984,185.8999,56278,266.6606,0.875,0.9924,0.7272,0.8003,2.0655,0.6945,URGUP_SIVRISI
75537,1045.775,400.8564,240.3548,76235,310.1237,0.8003,0.9908,0.7054,0.8679,1.6678,0.7737,CERCEVELIK
66584,1063.989,443.5447,192.3178,67224,291.1656,0.9011,0.9905,0.7321,0.7391,2.3063,0.6565,URGUP_SIVRISI
72862,1112.295,461.3657,201.4844,73556,304.583,0.8996,0.9906,0.7574,0.7401,2.2898,0.6602,URGUP_SIVRISI
69375,1020.072,400.8691,221.583,69988,297.2053,0.8333,0.9912,0.712,0.8378,1.8091,0.7414,CERCEVELIK
76009,1099.029,445.1326,217.9345,76742,311.0911,0.872,0.9904,0.7508,0.7908,2.0425,0.6989,CERCEVELIK
76929,1090.481,448.0012,218.9811,77487,312.9681,0.8724,0.9928,0.7264,0.8129,2.0458,0.6986,URGUP_SIVRISI
71962,1062.117,422.1195,218.8709,72590,302.696,0.8551,0.9913,0.7131,0.8016,1.9286,0.7171,CERCEVELIK
77905,1038.548,371.9293,267.6285,78770,314.9472,0.6944,0.989,0.7455,0.9077,1.3897,0.8468,CERCEVELIK
93169,1219.999,487.4302,245.1968,94394,344.4219,0.8643,0.987,0.7293,0.7866,1.9879,0.7066,CERCEVELIK
99691,1248.727,493.4253,258.1254,100898,356.2731,0.8523,0.988,0.6362,0.8034,1.9116,0.722,CERCEVELIK
102952,1336.656,572.6104,229.3215,103802,362.0533,0.9163,0.9918,0.744,0.7241,2.497,0.6323,URGUP_SIVRISI
64604,1000.248,403.9814,204.3188,65208,286.8037,0.8627,0.9907,0.6531,0.8114,1.9772,0.7099,CERCEVELIK
93982,1220.094,486.5058,247.5234,95165,345.9214,0.8609,0.9876,0.6997,0.7934,1.9655,0.711,CERCEVELIK
135455,1451.905,580.8759,297.7952,136373,415.2911,0.8586,0.9933,0.6928,0.8075,1.9506,0.7149,URGUP_SIVRISI
67832,1004.39,380.6642,228.262,68816,293.8816,0.8003,0.9857,0.7191,0.845,1.6677,0.772,CERCEVELIK
71920,1110.3,471.2533,194.7759,72537,302.6076,0.9106,0.9915,0.7586,0.7331,2.4195,0.6421,URGUP_SIVRISI
82714,1110.892,424.8677,249.006,83533,324.5223,0.8103,0.9902,0.7393,0.8423,1.7063,0.7638,CERCEVELIK
62802,992.852,383.6639,210.6079,63705,282.7755,0.8359,0.9858,0.6956,0.8006,1.8217,0.737,CERCEVELIK
58083,917.696,355.2475,209.1121,58535,271.9441,0.8084,0.9923,0.7272,0.8667,1.6988,0.7655,CERCEVELIK
74319,1138.156,482.369,197.2528,75401,307.6132,0.9126,0.9857,0.6886,0.721,2.4454,0.6377,URGUP_SIVRISI
77175,1086.05,439.5001,224.2142,77745,313.4681,0.8601,0.9927,0.7363,0.8222,1.9602,0.7132,URGUP_SIVRISI
84853,1191.6,498.9604,218.6029,85930,328.6916,0.8989,0.9875,0.6884,0.751,2.2825,0.6588,URGUP_SIVRISI
73550,1076.886,433.8194,216.6902,74260,306.0176,0.8663,0.9904,0.7065,0.797,2.002,0.7054,CERCEVELIK
77965,1127.072,468.995,211.9854,78619,315.0684,0.892,0.9917,0.6795,0.7713,2.2124,0.6718,URGUP_SIVRISI
70932,1081.357,453.641,200.3487,71543,300.5219,0.8972,0.9915,0.7559,0.7623,2.2643,0.6625,URGUP_SIVRISI
98441,1249.004,489.5147,257.6878,99561,354.0324,0.8502,0.9888,0.6871,0.793,1.8996,0.7232,CERCEVELIK
83068,1212.686,524.5961,202.6843,83803,325.216,0.9223,0.9912,0.7585,0.7098,2.5882,0.6199,URGUP_SIVRISI
64923,1012.421,406.4929,204.1455,65516,287.5109,0.8647,0.9909,0.7026,0.796,1.9912,0.7073,CERCEVELIK
79868,1180.283,505.0959,201.8932,80583,318.8904,0.9166,0.9911,0.7707,0.7205,2.5018,0.6313,URGUP_SIVRISI
70361,1060.623,431.2931,208.6176,71075,299.3099,0.8752,0.99,0.6644,0.786,2.0674,0.694,CERCEVELIK
83083,1134.794,446.3243,237.5696,84106,325.2454,0.8466,0.9878,0.7143,0.8108,1.8787,0.7287,CERCEVELIK
91881,1211.109,499.5343,234.6409,92607,342.0329,0.8828,0.9922,0.7471,0.7872,2.1289,0.6847,CERCEVELIK
76073,1064.233,430.7576,225.3286,76576,311.222,0.8523,0.9934,0.7692,0.844,1.9117,0.7225,CERCEVELIK
76132,1135.567,465.7347,208.9388,77129,311.3427,0.8937,0.9871,0.7452,0.7419,2.229,0.6685,URGUP_SIVRISI
72559,1056.814,421.9056,219.8629,73258,303.949,0.8535,0.9905,0.7434,0.8164,1.9189,0.7204,URGUP_SIVRISI
85669,1246.563,454.3999,242.7739,87064,330.2683,0.8453,0.984,0.7486,0.6928,1.8717,0.7268,URGUP_SIVRISI
86107,1126.045,431.0769,254.5945,86879,331.1115,0.807,0.9911,0.6958,0.8534,1.6932,0.7681,CERCEVELIK
92239,1213.792,484.2714,245.4672,93341,342.6986,0.862,0.9882,0.6955,0.7867,1.9729,0.7077,CERCEVELIK
56561,902.59,342.3154,210.7994,57075,268.3574,0.7879,0.991,0.7351,0.8725,1.6239,0.7839,CERCEVELIK
72468,1050.423,416.3262,222.4412,73289,303.7583,0.8453,0.9888,0.7185,0.8253,1.8716,0.7296,CERCEVELIK
96928,1282.198,532.1005,233.1031,98238,351.3012,0.8989,0.9867,0.7349,0.7409,2.2827,0.6602,URGUP_SIVRISI
61105,959.086,371.926,209.8711,61839,278.9288,0.8256,0.9881,0.7224,0.8348,1.7722,0.75,CERCEVELIK
66153,1049.079,436.801,193.3576,66781,290.2217,0.8967,0.9906,0.588,0.7553,2.259,0.6644,URGUP_SIVRISI
69490,1108.621,476.6936,186.0554,70219,297.4515,0.9207,0.9896,0.5233,0.7105,2.5621,0.624,URGUP_SIVRISI
95230,1240.41,503.9269,241.9388,96868,348.2106,0.8772,0.9831,0.7266,0.7778,2.0829,0.691,CERCEVELIK
74959,1059.482,399.9927,239.647,75668,308.9349,0.8007,0.9906,0.7352,0.8392,1.6691,0.7724,CERCEVELIK
88927,1219.845,511.5318,222.0105,89616,336.4898,0.9009,0.9923,0.6439,0.751,2.3041,0.6578,URGUP_SIVRISI
84332,1200.791,508.0743,211.7158,85065,327.681,0.909,0.9914,0.5423,0.735,2.3998,0.6449,URGUP_SIVRISI
87798,1146.454,443.9409,253.4043,88603,334.347,0.8211,0.9909,0.75,0.8394,1.7519,0.7531,CERCEVELIK
77335,1114.236,463.4398,213.3702,78035,313.7929,0.8877,0.991,0.664,0.7828,2.172,0.6771,URGUP_SIVRISI
83568,1108.331,426.2496,250.0198,84328,326.1933,0.8099,0.991,0.7064,0.8549,1.7049,0.7653,CERCEVELIK
74948,1068.902,426.052,224.7881,75700,308.9122,0.8495,0.9901,0.678,0.8243,1.8953,0.7251,CERCEVELIK
64970,1003.365,395.6425,211.4287,65720,287.615,0.8452,0.9886,0.7153,0.811,1.8713,0.727,CERCEVELIK
64858,1009.858,401.2946,206.6197,65700,287.367,0.8573,0.9872,0.6373,0.7992,1.9422,0.7161,CERCEVELIK
78173,1052.557,404.3107,247.1026,78792,315.4884,0.7915,0.9921,0.7172,0.8867,1.6362,0.7803,CERCEVELIK
65952,1048.691,444.9582,189.5221,66706,289.7804,0.9048,0.9887,0.7702,0.7536,2.3478,0.6513,URGUP_SIVRISI
79102,1120.31,430.87,234.4646,79999,317.3575,0.839,0.9888,0.6653,0.792,1.8377,0.7366,CERCEVELIK
75768,1072.192,424.6478,228.7744,76658,310.5975,0.8425,0.9884,0.6735,0.8282,1.8562,0.7314,CERCEVELIK
104535,1259.321,501.9452,266.6191,105577,364.8261,0.8473,0.9901,0.7189,0.8283,1.8826,0.7268,CERCEVELIK
99838,1242.015,488.9841,261.2111,100656,356.5357,0.8454,0.9919,0.7353,0.8133,1.872,0.7291,URGUP_SIVRISI
57255,1071.249,475.9168,154.7253,57898,269.9988,0.9457,0.9889,0.6397,0.627,3.0759,0.5673,URGUP_SIVRISI
70952,1060.149,422.9132,214.1723,71667,300.5643,0.8623,0.99,0.6304,0.7933,1.9746,0.7107,CERCEVELIK
91647,1226.548,514.1696,228.1917,92487,341.5971,0.8961,0.9909,0.7463,0.7655,2.2532,0.6644,URGUP_SIVRISI
65824,1002.951,403.4995,209.3306,66381,289.4991,0.8549,0.9916,0.7102,0.8223,1.9276,0.7175,URGUP_SIVRISI
90343,1253.917,534.1265,216.2595,91208,339.1582,0.9144,0.9905,0.6669,0.722,2.4698,0.635,URGUP_SIVRISI
85791,1160.696,476.6678,229.7918,86478,330.5034,0.8761,0.9921,0.7386,0.8002,2.0743,0.6934,URGUP_SIVRISI
76529,1054.015,415.3611,235.2246,77036,312.1534,0.8242,0.9934,0.7382,0.8656,1.7658,0.7515,CERCEVELIK
92201,1199.309,482.777,244.2383,92937,342.628,0.8626,0.9921,0.738,0.8055,1.9767,0.7097,CERCEVELIK
96587,1202.176,477.3562,258.3293,97232,350.6827,0.8409,0.9934,0.653,0.8398,1.8479,0.7346,CERCEVELIK
89350,1118.993,425.7468,267.8436,90118,337.2891,0.7773,0.9915,0.7264,0.8967,1.5895,0.7922,URGUP_SIVRISI
79128,1170.56,492.7192,204.7474,79812,317.4097,0.9096,0.9914,0.5452,0.7257,2.4065,0.6442,URGUP_SIVRISI
66894,1032.502,413.9267,206.4048,67682,291.8426,0.8668,0.9884,0.6249,0.7885,2.0054,0.7051,URGUP_SIVRISI
68526,1051.861,434.7539,201.582,69134,295.3811,0.886,0.9912,0.6524,0.7783,2.1567,0.6794,URGUP_SIVRISI
96325,1305.855,551.395,224.9857,97155,350.2068,0.913,0.9915,0.5223,0.7098,2.4508,0.6351,URGUP_SIVRISI
95608,1217.112,475.3285,257.7036,96740,348.901,0.8403,0.9883,0.696,0.811,1.8445,0.734,CERCEVELIK
68397,1071.935,441.167,198.8392,69149,295.103,0.8927,0.9891,0.6141,0.748,2.2187,0.6689,URGUP_SIVRISI
69144,1037.539,414.1029,214.2205,70111,296.7101,0.8558,0.9862,0.6969,0.8072,1.9331,0.7165,CERCEVELIK
75494,1200.599,535.5717,179.7864,76136,310.0354,0.942,0.9916,0.7769,0.6582,2.9789,0.5789,URGUP_SIVRISI
79558,1134.31,452.8789,224.1003,80460,318.2709,0.869,0.9888,0.7376,0.777,2.0209,0.7028,CERCEVELIK
66755,978.902,372.6831,228.9288,67308,291.5392,0.7891,0.9918,0.7326,0.8754,1.6279,0.7823,CERCEVELIK
90285,1186.668,483.9404,238.2816,90860,339.0493,0.8704,0.9937,0.6962,0.8057,2.031,0.7006,URGUP_SIVRISI
99598,1299.341,538.7757,237.4905,101123,356.1069,0.8976,0.9849,0.564,0.7413,2.2686,0.661,URGUP_SIVRISI
82487,1103.065,429.359,246.2547,83544,324.0767,0.8192,0.9873,0.73,0.8519,1.7436,0.7548,CERCEVELIK
67314,1012.587,400.4162,215.2215,67997,292.7573,0.8433,0.99,0.6561,0.825,1.8605,0.7311,CERCEVELIK
79958,1168.422,494.7682,206.3053,80824,319.07,0.9089,0.9893,0.5673,0.736,2.3982,0.6449,URGUP_SIVRISI
75307,1079.812,421.5085,228.3167,76138,309.6512,0.8406,0.9891,0.6739,0.8116,1.8462,0.7346,CERCEVELIK
93769,1188.361,463.5269,259.097,94994,345.5292,0.8292,0.9871,0.7284,0.8344,1.789,0.7454,CERCEVELIK
106188,1256.137,477.3815,285.4023,107392,367.6993,0.8016,0.9888,0.7002,0.8457,1.6727,0.7702,CERCEVELIK
86279,1195.527,504.1621,218.3972,86983,331.4421,0.9013,0.9919,0.7287,0.7586,2.3085,0.6574,URGUP_SIVRISI
90489,1180.429,468.9082,247.2828,91352,339.4321,0.8496,0.9906,0.7195,0.8161,1.8962,0.7239,CERCEVELIK
61771,961.85,378.1497,208.5257,62330,280.4448,0.8342,0.991,0.6687,0.839,1.8134,0.7416,CERCEVELIK
73959,1040.053,407.3151,232.3795,74636,306.8673,0.8213,0.9909,0.7264,0.8592,1.7528,0.7534,CERCEVELIK
79988,1129.025,452.0309,226.3387,81145,319.1299,0.8656,0.9857,0.6194,0.7885,1.9971,0.706,CERCEVELIK
96704,1271.163,529.0016,233.3483,97720,350.8951,0.8975,0.9896,0.6677,0.7521,2.267,0.6633,URGUP_SIVRISI
91062,1205.28,487.908,238.8273,91869,340.5051,0.872,0.9912,0.7435,0.7877,2.0429,0.6979,CERCEVELIK
83987,1162.968,448.6445,239.7751,85055,327.01,0.8452,0.9874,0.6689,0.7803,1.8711,0.7289,CERCEVELIK
79101,1076.597,410.1806,246.4886,79803,317.3555,0.7993,0.9912,0.7036,0.8576,1.6641,0.7737,CERCEVELIK
77419,1083.207,416.8193,237.934,78500,313.9633,0.8211,0.9862,0.6858,0.8292,1.7518,0.7532,CERCEVELIK
76991,1110.857,456.6792,215.1997,77735,313.0942,0.882,0.9904,0.7472,0.784,2.1221,0.6856,URGUP_SIVRISI
72119,1027.928,403.8373,227.9709,72707,303.026,0.8254,0.9919,0.7445,0.8577,1.7714,0.7504,CERCEVELIK
66692,988.604,380.9275,224.1739,67373,291.4016,0.8085,0.9899,0.7302,0.8575,1.6993,0.765,CERCEVELIK
88385,1227.384,516.8186,218.3544,89255,335.4628,0.9064,0.9903,0.7137,0.7373,2.3669,0.6491,URGUP_SIVRISI
76815,1155.787,488.001,201.7788,77704,312.7361,0.9105,0.9886,0.7431,0.7226,2.4185,0.6409,URGUP_SIVRISI
72566,1030.822,401.7252,230.4493,73117,303.9637,0.8191,0.9925,0.7393,0.8582,1.7432,0.7566,CERCEVELIK
89332,1199.709,471.9775,241.5176,90457,337.2551,0.8592,0.9876,0.7539,0.7799,1.9542,0.7146,CERCEVELIK
79564,1111.074,433.5245,234.7559,80291,318.2829,0.8407,0.9909,0.7274,0.8099,1.8467,0.7342,CERCEVELIK
58896,964.351,390.8858,193.0709,59536,273.8407,0.8695,0.9893,0.6204,0.7958,2.0246,0.7006,URGUP_SIVRISI
58377,924.336,347.6688,214.4294,59132,272.6314,0.7871,0.9872,0.6966,0.8586,1.6214,0.7842,CERCEVELIK
85873,1156.115,453.394,242.7586,86909,330.6613,0.8446,0.9881,0.6992,0.8074,1.8677,0.7293,CERCEVELIK
59680,914.105,349.2239,218.2894,60057,275.6573,0.7806,0.9937,0.7221,0.8975,1.5998,0.7893,CERCEVELIK
88750,1146.01,440.0256,257.7037,89450,336.1547,0.8106,0.9922,0.7262,0.8492,1.7075,0.7639,CERCEVELIK
103321,1245.021,491.6414,268.5658,104066,362.7015,0.8376,0.9928,0.7256,0.8376,1.8306,0.7377,CERCEVELIK
77944,1072.146,426.5796,233.7098,78432,315.026,0.8366,0.9938,0.6677,0.8521,1.8253,0.7385,CERCEVELIK
90502,1156.473,441.8533,261.7291,91383,339.4565,0.8057,0.9904,0.702,0.8503,1.6882,0.7683,CERCEVELIK
103396,1314.138,546.3701,241.5917,104231,362.8331,0.8969,0.992,0.6259,0.7524,2.2615,0.6641,URGUP_SIVRISI
93099,1318.933,567.3827,209.6766,93996,344.2925,0.9292,0.9905,0.497,0.6725,2.706,0.6068,URGUP_SIVRISI
77715,1059.272,403.2743,246.8762,78525,314.5629,0.7907,0.9897,0.7397,0.8704,1.6335,0.78,CERCEVELIK
72824,1143.769,493.4279,189.1745,73862,304.5035,0.9236,0.9859,0.6136,0.6995,2.6083,0.6171,URGUP_SIVRISI
107323,1336.945,527.2985,260.0957,108536,369.6592,0.8699,0.9888,0.7375,0.7545,2.0273,0.701,CERCEVELIK
99855,1293.294,538.9553,236.6946,100620,356.566,0.8984,0.9924,0.6608,0.7502,2.277,0.6616,URGUP_SIVRISI
78395,1182.142,507.0266,198.0641,79445,315.9361,0.9205,0.9868,0.7595,0.705,2.5599,0.6231,URGUP_SIVRISI
92179,1124.433,417.3311,281.514,92814,342.5871,0.7382,0.9932,0.7461,0.9162,1.4825,0.8209,CERCEVELIK
95735,1270.696,529.7211,231.0347,96500,349.1326,0.8999,0.9921,0.7282,0.7451,2.2928,0.6591,URGUP_SIVRISI
92226,1215.805,500.153,235.1449,92967,342.6745,0.8826,0.992,0.6174,0.784,2.127,0.6851,URGUP_SIVRISI
56533,899.493,345.5949,209.7973,57101,268.291,0.7947,0.9901,0.7129,0.878,1.6473,0.7763,CERCEVELIK
65452,1012.716,409.3489,204.1677,66065,288.6799,0.8667,0.9907,0.7458,0.802,2.005,0.7052,CERCEVELIK
111119,1285.126,505.2116,280.6582,111927,376.1397,0.8315,0.9928,0.6893,0.8455,1.8001,0.7445,URGUP_SIVRISI
105158,1271.152,490.9413,273.8355,106080,365.9116,0.83,0.9913,0.6976,0.8178,1.7928,0.7453,CERCEVELIK
79843,1096.676,432.0034,237.4613,80638,318.8405,0.8354,0.9901,0.744,0.8342,1.8193,0.7381,CERCEVELIK
98111,1204.969,473.5252,264.333,98851,353.4385,0.8297,0.9925,0.6814,0.8491,1.7914,0.7464,CERCEVELIK
81601,1095.816,418.4185,249.6238,82693,322.3315,0.8025,0.9868,0.7512,0.8539,1.6762,0.7704,CERCEVELIK
78888,1198.946,393.6267,258.0186,80294,316.9279,0.7552,0.9825,0.7368,0.6896,1.5256,0.8051,CERCEVELIK
78934,1143.315,471.8917,213.7342,79704,317.0203,0.8915,0.9903,0.6333,0.7588,2.2078,0.6718,URGUP_SIVRISI
79254,1094.756,437.6951,231.5245,79858,317.6623,0.8486,0.9924,0.7652,0.831,1.8905,0.7258,URGUP_SIVRISI
71664,1061.808,435.6846,210.2183,72533,302.0686,0.8759,0.988,0.636,0.7988,2.0725,0.6933,URGUP_SIVRISI
74785,1131.464,484.0649,197.1038,75358,308.5761,0.9133,0.9924,0.7534,0.7341,2.4559,0.6375,URGUP_SIVRISI
102990,1288.831,517.1858,254.9975,104350,362.1201,0.87,0.987,0.6066,0.7791,2.0282,0.7002,CERCEVELIK
69119,1004.552,398.421,221.4899,69560,296.6564,0.8312,0.9937,0.6819,0.8607,1.7988,0.7446,CERCEVELIK
69453,1010.882,399.3289,221.7379,70048,297.3723,0.8317,0.9915,0.7607,0.8541,1.8009,0.7447,CERCEVELIK
106237,1321.708,547.9812,247.8929,106911,367.7841,0.8918,0.9937,0.608,0.7642,2.2106,0.6712,URGUP_SIVRISI
85845,1146.836,448.2873,246.6565,86787,330.6074,0.835,0.9891,0.6854,0.8202,1.8175,0.7375,CERCEVELIK
103519,1246.477,484.0384,273.0449,104591,363.0489,0.8257,0.9898,0.6862,0.8373,1.7727,0.75,CERCEVELIK
96056,1188.744,457.9938,268.6044,96841,349.7175,0.81,0.9919,0.7396,0.8542,1.7051,0.7636,CERCEVELIK
111105,1344.029,556.3199,255.0445,112192,376.116,0.8887,0.9903,0.7389,0.7729,2.1813,0.6761,URGUP_SIVRISI
79078,1155.813,487.5968,206.7788,79807,317.3094,0.9056,0.9909,0.7487,0.7439,2.3581,0.6508,URGUP_SIVRISI
66604,1019.003,410.5769,207.8932,67237,291.2093,0.8623,0.9906,0.7393,0.806,1.9749,0.7093,URGUP_SIVRISI
98737,1337.907,576.5912,220.7942,99750,354.5643,0.9238,0.9898,0.5147,0.6932,2.6114,0.6149,URGUP_SIVRISI
99270,1245.963,495.6917,255.7247,100359,355.52,0.8567,0.9891,0.6966,0.8036,1.9384,0.7172,URGUP_SIVRISI
72207,1059.358,427.1945,216.074,73179,303.2108,0.8627,0.9867,0.6363,0.8085,1.9771,0.7098,CERCEVELIK
74735,1088.097,450.2176,212.0164,75369,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,CERCEVELIK
77223,1072.853,424.1167,232.6529,77971,313.5656,0.8361,0.9904,0.6641,0.8431,1.823,0.7393,CERCEVELIK
79793,1235.869,544.3086,187.7568,80640,318.7407,0.9386,0.9895,0.5424,0.6565,2.899,0.5856,URGUP_SIVRISI
72624,1030.932,400.3075,233.6543,73123,304.0851,0.812,0.9932,0.7435,0.8587,1.7132,0.7596,URGUP_SIVRISI
103882,1321.948,554.4242,239.5097,104693,363.6849,0.9019,0.9923,0.5734,0.747,2.3148,0.656,URGUP_SIVRISI
82860,1261.731,513.7139,207.4564,84114,324.8086,0.9148,0.9851,0.7722,0.6541,2.4763,0.6323,URGUP_SIVRISI
71665,1167.567,512.1025,179.384,72403,302.0707,0.9366,0.9898,0.6389,0.6606,2.8548,0.5899,URGUP_SIVRISI
74397,1061.215,411.3549,231.0605,75355,307.7746,0.8273,0.9873,0.7311,0.8302,1.7803,0.7482,CERCEVELIK
83391,1208.899,517.9383,206.0634,84113,325.8477,0.9174,0.9914,0.6983,0.717,2.5135,0.6291,URGUP_SIVRISI
72291,1069.258,430.852,215.6334,73441,303.3871,0.8657,0.9843,0.663,0.7946,1.9981,0.7042,CERCEVELIK
91005,1253.767,528.1585,220.5623,92214,340.3985,0.9086,0.9869,0.596,0.7275,2.3946,0.6445,URGUP_SIVRISI
107268,1366.904,574.5287,238.3152,108314,369.5644,0.9099,0.9903,0.5608,0.7214,2.4108,0.6432,URGUP_SIVRISI
78351,1106.408,437.9891,228.2666,79359,315.8474,0.8535,0.9873,0.7448,0.8043,1.9188,0.7211,CERCEVELIK
59856,978.841,407.093,188.2279,60556,276.0634,0.8867,0.9884,0.7447,0.785,2.1628,0.6781,URGUP_SIVRISI
109945,1339.451,560.0814,250.8681,110866,374.1475,0.8941,0.9917,0.7763,0.7701,2.2326,0.668,URGUP_SIVRISI
77320,1054.145,401.5085,246.4752,78314,313.7625,0.7894,0.9873,0.7447,0.8744,1.629,0.7815,CERCEVELIK
61726,975.93,387.5365,203.772,62541,280.3426,0.8506,0.987,0.7553,0.8144,1.9018,0.7234,CERCEVELIK
80150,1130.443,447.8462,228.7348,80928,319.4529,0.8597,0.9904,0.6395,0.7882,1.9579,0.7133,CERCEVELIK
66415,1011.133,398.9478,212.8399,67025,290.7958,0.8458,0.9909,0.6845,0.8163,1.8744,0.7289,CERCEVELIK
86092,1220.39,514.0893,213.696,87032,331.0827,0.9095,0.9892,0.541,0.7264,2.4057,0.644,URGUP_SIVRISI
110838,1432.89,622.8818,227.7773,112366,375.6638,0.9307,0.9864,0.6615,0.6784,2.7346,0.6031,URGUP_SIVRISI
71531,1006.504,380.7039,240.1967,72073,301.7882,0.7758,0.9925,0.7183,0.8873,1.585,0.7927,CERCEVELIK
85332,1132.1,442.4876,246.234,86079,329.6181,0.8309,0.9913,0.6702,0.8367,1.797,0.7449,CERCEVELIK
73352,1028.235,391.4556,239.6153,73946,305.6054,0.7908,0.992,0.7249,0.8718,1.6337,0.7807,CERCEVELIK
77957,1080.957,426.9829,233.7188,78761,315.0523,0.8369,0.9898,0.7229,0.8384,1.8269,0.7379,CERCEVELIK
73018,1117.48,465.5536,199.8413,73679,304.9088,0.9032,0.991,0.5634,0.7348,2.3296,0.6549,URGUP_SIVRISI
67958,1075.298,433.4113,200.431,69034,294.1544,0.8866,0.9844,0.5658,0.7386,2.1624,0.6787,URGUP_SIVRISI
110058,1406.421,606.7535,231.952,111273,374.3397,0.924,0.9891,0.6465,0.6992,2.6159,0.617,URGUP_SIVRISI
78244,1064.823,401.9451,249.1482,78950,315.6317,0.7847,0.9911,0.7214,0.8672,1.6133,0.7853,CERCEVELIK
69138,1014.49,400.1709,220.6398,69900,296.6972,0.8343,0.9891,0.7226,0.8442,1.8137,0.7414,CERCEVELIK
79991,1155.524,481.827,212.2153,80847,319.1359,0.8978,0.9894,0.739,0.7528,2.2705,0.6623,URGUP_SIVRISI
76259,1095.383,431.7982,226.6461,77235,311.6023,0.8512,0.9874,0.7093,0.7987,1.9052,0.7216,CERCEVELIK
80184,1083.688,422.7077,242.2911,80947,319.5206,0.8194,0.9906,0.7315,0.858,1.7446,0.7559,CERCEVELIK
93244,1193.883,464.9419,257.0768,94747,344.5605,0.8332,0.9841,0.7352,0.8221,1.8086,0.7411,CERCEVELIK
106829,1299.524,521.1329,262.0335,107701,368.8074,0.8644,0.9919,0.6228,0.7949,1.9888,0.7077,URGUP_SIVRISI
